[O+]#[C][Cr-6]([C]#[O+])([C]#[O+])([C]#[O+])([NH+]1CCCCC1)[NH+]1CCCCC1	self_gate_failed	cn=6 geom=OC-6 octahedron
[Cl][Ru-4]123([P+](C4=CC=CC=C4)(C4=CC=CC=C4)C4=CC=CC=C4)[N]4C5=C[S+]1CC1=CC=CC(=[N+]12)C[S+]3CC4=CC=C5	chelate_all_configs_failed	octahedron
C[N+]1(C)CC[NH2+][Ru-3]1([Cl])([Cl])([Cl])[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	chelate_all_configs_failed	octahedron
CC1=CC(C)=[N+](C2=C(C(C)C)C=CC=C2C(C)C)[V-7]23456(<-[C+]7(C8=CC=CC=C8)[C+]2[C+]->3(C2=CC=CC=C2)[C+]4[C+]->5(C2=CC=CC=C2)[C+]76)[N]1C1=C(C(C)C)C=CC=C1C(C)C	chelate_polya_no_configs	trigonal_planar
N#CC1=C(C#N)[S+]2CC[O+]3CCOCC[S+]1[Ag-5]3214[O+]2CCOCC[S+]1C(C#N)=C(C#N)[S+]4CC2	chelate_all_configs_failed	octahedron
C[N+]12CCC[N+]3(C)CC[N+]4(C)CCC[N+](C)(CC1)[Rh-3]234([Cl])[Cl]	chelate_all_configs_failed	octahedron
C[O+]1CC[O+]2CC[O+](C)[La-4]12([Br])([Br])([Br])[Br]	f1_structqual_rejected	extra_fragments(2 comps, sizes=[13, 1])
C[O+]1CC[O+]2CC[O+](C)[La-4]12([Br])([Br])([Br])[Br]	f1_structqual_rejected	extra_fragments(6 comps, sizes=[9, 1, 1, 1, 1, 1])
C[O+]1CC[O+]2CC[O+](C)[La-4]12([Br])([Br])([Br])[Br]	chelate_all_configs_failed	pentagonal_bipyramid
C[P+]1(C)CCC[P+]2(C)CCC[P+](C)(C)[Mo-4]12([Cl])([Cl])[P+](C)(C)C1=CC=CC=C1	chelate_all_configs_failed	octahedron
CN1C=CN2[BH-]3N4C=CN(C)C4=[S+][W-3]4([S-])([Br])(<-[C+]#[C+]->4)([S+]=C12)[S+]=C1N(C)C=CN31	chelate_all_configs_failed	pentagonal_bipyramid
CN1C=CN2C[C+]3->[Ir-7]456([Br])(<-[C+]7=[C+]->4CC[C+]->5=[C+]->6CC7)([C+]=3)[C+]12	chelate_all_configs_failed	square_antiprism
C[P+](C)(C1=CC=CC=C1)[Fe-2]([Cl])([Cl])([Cl])[P+](C)(C)C1=CC=CC=C1	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
O=[C]1CC2=CC=CC3=[N+]2[Fe-4]1([C]#[O+])([C]#[O+])([S+]=C1C=CC=CN1)[O+]([B-](F)(F)F)C3	chelate_all_configs_failed	octahedron
CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)[C+]1[Pt-2]([CH3])([CH3])[S+](C)C	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 13 14 28
CC(C)C1=CC=CC(C(C)C)=C1N1C=CN(C2=C(C(C)C)C=CC=C2C(C)C)[C+]1[Pt-2]([CH3])([CH3])[S+](C)C	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 13 14 28
CC(C)[C+]12->[Os-7]3456([Br])([Br])([C]#[O+])<-[C+](C)([C+]3[C+]14)[C+]5[C+]26	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
CC(C)[C+]12->[Os-7]3456([Br])([Br])([C]#[O+])<-[C+](C)([C+]3[C+]14)[C+]5[C+]26	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
CC(C)[C+]12->[Os-7]3456([Br])([Br])([C]#[O+])<-[C+](C)([C+]3[C+]14)[C+]5[C+]26	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
CC(C)[C+]12->[Os-7]3456([Br])([Br])([C]#[O+])<-[C+](C)([C+]3[C+]14)[C+]5[C+]26	self_gate_failed	cn=4 geom=HALF-SANDWICH-9 eta6+L3
C1=CC=C([P+]2(C3=CC=CC=C3)CC[P+](C3=CC=CC=C3)(C3=CC=CC=C3)[PtH-2]2[Se]C23C4=CC=CC=C4C(C4=CC=CC=C42)C2=CC=CC=C23)C=C1	chelate_all_configs_failed	square_planar
S=P([CH2][Hg][CH2]P(=S)(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=2 geom=L-2 linear
N#C[Se][Cu-4]12([Se]C#N)([NH2+]CC(O)C[NH2+]1)[NH2+]CC(O)C[NH2+]2	chelate_all_configs_failed	octahedron
[CH3][Mo]1([CH3])([O-])([O-])[N+]2=CC=CN=C2C2=NC=CC=[N+]21	f1_structqual_rejected	extra_fragments(3 comps, sizes=[5, 1, 2])
CC(=O)[O][Pt-2]1([I])([I])([O]C(C)=O)[NH2+]CC[NH2+]1	chelate_all_configs_failed	octahedron
CC(C)[C+]12->[Ru-7]345678(<-[C+](C)([C+]3[C+]14)[C+]5[C+]26)[NH2+]C(C1=CC=CC=C1)C(C1=CC=CC=C1)[N]7S(=O)(=O)C1=C(F)C(F)=C(F)C(F)=C1[O]8	chelate_all_configs_failed	tetrahedron
[CH3][Mo]1([CH3])([O-])([O-])[N+]2=CC=CN=C2C2=NC=CC=[N+]21	f1_structqual_rejected	extra_fragments(3 comps, sizes=[5, 1, 2])
[CH3][Mo]1([CH3])([O-])([O-])[N+]2=CC=CN=C2C2=NC=CC=[N+]21	chelate_all_configs_failed	octahedron
C1C[NH+]2CC[S+]3CC[NH+]1[Cd-4]2314[NH+]2CC[NH+]1CC[S+]4CC2	f1_structqual_rejected	extra_fragments(4 comps, sizes=[16, 1, 1, 1])
C1C[NH+]2CC[S+]3CC[NH+]1[Cd-4]2314[NH+]2CC[NH+]1CC[S+]4CC2	chelate_all_configs_failed	octahedron
CP(C)(C)=[O+][W+]([O-])([N-]C1=CC=CC=C1)([O]C1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=CC(C2=CC=CC=C2)=C1C1=CC=CC=C1)[O]C1=C(C2=CC=CC=C2)C(C2=CC=CC=C2)=CC(C2=CC=CC=C2)=C1C1=CC=CC=C1	ligand_too_large	nheavy=31 denticity=1 cap=30
COC1=CC=[N+]2C(=C1)C1=CC(OC)=CC=[N+]1[Ru-7]213456([OH2+])<-[C+]2(C)[C+]->1(C)[C+]->3(C)[C+]->4(C)[C+]->5(C)[C+]->62C	chelate_all_configs_failed	tetrahedron
CC(C)C1=CC=CC(C(C)C)=C1[N-][Mo-3]12([P+](C)(C)C)([P+](C)(C)C)([H+][BH2-][H+]1)[H+][BH2-][H+]2	f1_structqual_rejected	extra_fragments(2 comps, sizes=[10, 1])
[Cl][Pd-2]1([Cl])[Se+](C2=CC=CC=C2)CC[N+]12CCOCC2	chelate_all_configs_failed	square_planar
[O+]#[C][Re-5]1([Br])([C]#[O+])([C]#[O+])[NH2+]CC2=CC=CC=[N+]21	chelate_all_configs_failed	octahedron
CC(C)C1=CC=CC(C(C)C)=C1N1C=CN2C1=[N][Ti-7]134567(<-[C+]8(C(C)C)[C+]1[C+]3[C+]4[C+]->5(C(C)C)[C+]->628)[N](C1=C(C(C)C)C=CC=C1C(C)C)C(N=C(C(C)(C)C)C(C)(C)C)=[N+]7C1=C(C(C)C)C=CC=C1C(C)C	hyperdentate_nonhapto	denticity=7
CC(C)C1=CC=CC(C(C)C)=C1N1C=C[N+]2=C1[Si](C)(C)[Ni-6]13456(<-[C+]7(C(C)C)[C+]1[C+]3[C+]4[C+]->5(C(C)C)[C+]->627)[Si](C)([Si](C)(C)C)[Si](C)(C)C	hyperdentate_nonhapto	denticity=7
[O][N+]1=C(C2=CC=CC=C2Cl)C2=CC(Cl)=CC=C2[N]2C(=[O+][Tc-6]2([C]#[O+])([C]#[O+])([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C1	chelate_all_configs_failed	octahedron
C[P+]1(C)CC[P+](C)(C)[Ru-5]12([C]#[O+])[P+](C)(C)CC[P+]2(C)C	chelate_all_configs_failed	trigonal_bipyramid
CC(C)C1=CC=CC(C(C)C)=C1N1[C]([Cu][I-])=C[N+](C2=C(C(C)C)C=CC=C2C(C)C)=C1C1=CC=CC=C1	ligand_too_large	nheavy=35 denticity=1 cap=30
CCC(=O)[O][V-6]12([C]#[O+])([C]#[O+])([P+](C)(C)CC[P+]1(C)C)[P+](C)(C)CC[P+]2(C)C	chelate_all_configs_failed	pentagonal_bipyramid
CC1=CC=[N+]([Ru-3]23([N+]4=CC=C(C)C=C4)([N+]4=CC=C(C)C=C4)[O]C(=O)C4=CC=CC=C4[N]2C2=CC=CC=C2C(=O)[O]3)C=C1	chelate_all_configs_failed	octahedron
CSC1=C(SC)[S+](C)[Pd-2]([Cl])([Cl])[S+]1C	chelate_all_configs_failed	square_planar
O=C1C2=CC=CC=[N+]2[Mn-3]23([OH2+])([Cl])[N]1C1=CC=CC=C1[N]2C(=O)C1=CC=CC=[N+]13	chelate_all_configs_failed	octahedron
CC(=O)C1=N[N]2C3=CC=CC=C3[S+]3CC4=CC=CC=[N+]4[Ru-3]23([Cl])([Cl])[O+]=C1C	chelate_all_configs_failed	octahedron
[O+]#[C][W-6]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[P+]1(C2=CC=CC=C2)C2=CC=CC=C2C2CC3CCC2C31	self_gate_failed	cn=6 geom=OC-6 octahedron
CC(C)[P+]1(C(C)C)C2=CC=CC3=CC=C[C](=C32)[Au-]1([CH3])[I]	chelate_all_configs_failed	square_planar
[O-][Re]12([N]=C=S)[S]CC[S+]1CC[S]2	f1_structqual_rejected	extra_fragments(2 comps, sizes=[10, 2])
[O-][Re]12([N]=C=S)[S]CC[S+]1CC[S]2	chelate_all_configs_failed	trigonal_bipyramid
CCCC[N+]12CCCC1C[N+]1(CC3=CC=CC=C3)CC3=CC(Cl)=CC(Cl)=C3[O][Zr-2]12[N]([Si](C)(C)C)[Si](C)(C)C	chelate_all_configs_failed	tetrahedron
N#CC1=C(C#N)[N]2C(=N1)C1=NC(C#N)=C(C#N)[N]1[Ir-3]2([C]#[O+])[C]#[O+]	chelate_all_configs_failed	square_planar
[Cl][Ti-2]1([Cl])([Cl])([Cl])[N](C2=CC=CC=C2)C2=CC=CC=[N+]21	chelate_all_configs_failed	octahedron
[O+]#[C][Re-5]([Cl])([C]#[O+])([C]#[O+])([S+]=C1NC2=CC=CC=C2N1)[S+]=C1NC2=CC=CC=C2N1	self_gate_failed	cn=6 geom=OC-6 octahedron
C[C](=[Se]C1=CC=CC=C1)[Re-]([N]=O)([N]=O)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
[O+]#[C][Re-5]([Cl])([C]#[O+])([C]#[O+])([S+]=C1NC2=CC=CC=C2N1)[S+]=C1NC2=CC=CC=C2N1	self_gate_failed	cn=6 geom=OC-6 octahedron
[O+]#[C][Re-5]([Cl])([C]#[O+])([C]#[O+])([S+]=C1NC2=CC=CC=C2N1)[S+]=C1NC2=CC=CC=C2N1	self_gate_failed	cn=6 geom=OC-6 octahedron
C[C](=[Se]C1=CC=CC=C1)[Re-]([N]=O)([N]=O)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
CC1(P(=O)([O-])O)[NH2+][Pd-2]2([NH2+]C(C)(P(=O)(O)O)P(=O)(O)[O]2)[O]P1(=O)O	chelate_all_configs_failed	square_planar
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
C[C](=[Se]C1=CC=CC=C1)[Re-]([N]=O)([N]=O)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
[Cl][Ir-3]1([Cl])([Cl])([Cl])[NH+]=CC=[NH+]1	chelate_all_configs_failed	octahedron
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
COCCN1C(C)=C(C)N(CCOC)[C+]1[RuH-3]([Cl])([C+]1N(C2=C(C)C=C(C)C=C2C)CCN1C1=C(C)C=C(C)C=C1C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	assemble_exception	Can't kekulize mol.  Unkekulized atoms: 5 7 14
CCOC(=O)C(C#N)=C1[S][Pt-4]234(<-[C+]5=[C+]->2CC[C+]->3=[C+]->4CC5)[S]1	chelate_polya_no_configs	tshape
CC1=CC=C[C+]2[C+]1[Ag-2]2[P+](C1=CC=CC=C1C1=CC=CC=C1)(C(C)(C)C)C(C)(C)C	chelate_polya_no_configs	trigonal_planar
C[C](=[Se]C1=CC=CC=C1)[Re-]([N]=O)([N]=O)([P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
C(#[C][Pt-2]([C]#CC1=CC=CC=N1)([P+]12CN3CN(CN(C3)C1)C2)[P+]12CN3CN(CN(C3)C1)C2)C1=CC=CC=N1	self_gate_failed	cn=4 geom=SP-4 square planar
CC1=CC(C)=C(C2=CC=CC=C2)C([O][Zr-5]23456([CH2]C7=CC=CC=C7)([O]C7=C(C8=CC=CC=C8)C(C)=CC(C)=C7C7=CC=CC=C7)<-[C+]7(C[B-](C8=C(F)C(F)=C(F)C(F)=C8F)(C8=C(F)C(F)=C(F)C(F)=C8F)C8=C(F)C(F)=C(F)C(F)=C8F)[C+]2[C+]3[C+]4[C+]5[C+]76)=C1C1=CC=CC=C1	ligand_too_large	nheavy=41 denticity=1 cap=30
C(#[C][Pt-2]([C]#CC1=CC=CC=N1)([P+]12CN3CN(CN(C3)C1)C2)[P+]12CN3CN(CN(C3)C1)C2)C1=CC=CC=N1	self_gate_failed	cn=4 geom=SP-4 square planar
OCC1OC2C([OH+][Ni-4]3456[NH2+]CC[N+]3(CC[NH+]24)CC[NH+]5C2OC(CO)C(O)C(O)C2[OH+]6)C(O)C1O	chelate_all_configs_failed	octahedron
N#[C][Fe-2]([C]#N)([C]#N)([C]#N)[N]=O	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
N#[C][Fe-2]([C]#N)([C]#N)([C]#N)[N]=O	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
CC(C)[P+](C(C)C)(C(C)C)[IrH-2]([Cl])([C]1=C(F)C(F)=NC(F)=C1F)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
CC1=CC=CC=C1[P+](C1CCCCC1)(C1CCCCC1)[Rh-4]1([C]#[O+])[O+]=C(C)CC(C)=[O+]1	chelate_all_configs_failed	square_planar
CC(C)[P+](C(C)C)(C(C)C)[IrH-2]([Cl])([C]1=C(F)C(F)=NC(F)=C1F)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
CC(C)[P+](C(C)C)(C(C)C)[IrH-2]([Cl])([C]1=C(F)C(F)=NC(F)=C1F)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
CC(C)[P+](C(C)C)(C(C)C)[IrH-2]([Cl])([C]1=C(F)C(F)=NC(F)=C1F)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
CC(C)[P+](C(C)C)(C(C)C)[IrH-2]([Cl])([C]1=C(F)C(F)=NC(F)=C1F)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
CC(C)[P+](C(C)C)(C(C)C)[IrH-2]([Cl])([C]1=C(F)C(F)=NC(F)=C1F)[P+](C(C)C)(C(C)C)C(C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
C[Te+]1CC2(C)C[Te+](C)[Rh-6]1345(<-[C+]1=[C+]->3CC[C+]->4=[C+]->5CC1)[Te+](C)C2	chelate_all_configs_failed	square_planar
C[N+]1(C)CC[N+](C)(C)[Pd-2]1([S]C1=C(F)C(F)=CC(F)=C1F)[S]C1=C(F)C(F)=CC(F)=C1F	chelate_all_configs_failed	square_planar
[O+]#[C][RuH-4]12([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)[N]3C(=CC=CC3=N[P+]1(C1=CC=CC=C1)C1=CC=CC=C1)N[P+]2(C1=CC=CC=C1)C1=CC=CC=C1	chelate_all_configs_failed	octahedron
CC1=CC(C)=CC([N+]2=NC3=CC(C)=CC(C)=[C]3[Pd-]23[NH][S]=N[S]3)=C1	chelate_all_configs_failed	square_planar
OCCC[N+]1=CC2=CC=CC=[C]2[Hg-]1[Br]	chelate_polya_no_configs	trigonal_planar
CC(C)C1=CC=CC(C(C)C)=C1[N-][Cr+2]([CH-]C(C)(C)C)([N-]C1=C(C(C)C)C=CC=C1C(C)C)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	self_gate_failed	cn=4 geom=T-4 tetrahedron
CC(C)[P+]1(C(C)C)CC[P+](C(C)C)(C(C)C)[Ir-3]12[P+](C(C)C)(C(C)C)CC[P+]2(C(C)C)C(C)C	chelate_all_configs_failed	square_planar
CC1=C2[O][Cu-2]3([O]C4=C(C)OC=CC4=[Se+]3)[Se+]=C2C=CO1	chelate_all_configs_failed	tetrahedron
N#[C][Au-]([Br])([Br])[C]#N	self_gate_failed	cn=4 geom=SP-4 square planar
N#[C][Au-]([Br])([Br])[C]#N	self_gate_failed	cn=4 geom=SP-4 square planar
CC(C)[P+]1(C(C)C)CC[C+]23->[Rh-8]145678(<-[C+]1=[C+]->4CCCCCC1)[C+]([C+]5[C+]26)[C+]7[C+]38	hyperdentate_nonhapto	denticity=7
COC1=CC=[N+]2C(=C1)C1=CC(OC)=CC=[N+]1[Ni-4]2([OH2+])([OH2+])([Cl])[Cl]	chelate_all_configs_failed	octahedron
CC(C)(C)[S+]1CC2=CC=CC3=[N+]2[Rh-3]1([C]#[O+])[S+](C(C)(C)C)C3	chelate_all_configs_failed	square_planar
O=P1(O)CC(O)=[O+][Mn-4]2([OH2+])([OH2+])([O]1)[O]P(=O)(O)CC(O)=[O+]2	chelate_all_configs_failed	octahedron
CCN(CC)C1=[S+][Nb-2]2([Cl])([Cl])([Cl])([S]1)[S]C(N(CC)CC)=[S+]2	chelate_all_configs_failed	pentagonal_bipyramid
[O+]#[C][Cr-5]([C]#[O+])([C]#[O+])([C]#[O+])([C]#[O+])[Te][Te-][Te-]	self_gate_failed	cn=6 geom=OC-6 octahedron
N#[C][W-2]([O-])([C]#N)([C]#N)([C]#N)[N+]1=CC=NC=C1	self_gate_failed	cn=6 geom=OC-6 octahedron
N#[C][W-2]([O-])([C]#N)([C]#N)([C]#N)[N+]1=CC=NC=C1	self_gate_failed	cn=6 geom=OC-6 octahedron
CC1=NNC2=[S+][Cd-4]3([OH2+])([OH2+])([NH2+]N12)[NH2+]N1C(C)=NNC1=[S+]3	chelate_all_configs_failed	octahedron
CC[CH2][Ta]([C]1=C(C2=CC=C(C)C=C2)C=CC=C1C1=CC=C(C)C=C1)([N](C)C)([N](C)C)[N](C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
CC[CH2][Ta]([C]1=C(C2=CC=C(C)C=C2)C=CC=C1C1=CC=C(C)C=C1)([N](C)C)([N](C)C)[N](C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
CC[CH2][Ta]([C]1=C(C2=CC=C(C)C=C2)C=CC=C1C1=CC=C(C)C=C1)([N](C)C)([N](C)C)[N](C)C	self_gate_failed	cn=5 geom=TBP-5 trigonal bipyramid
C[P](C)(C)[Pd]([S]C1=NN=NN1C1=CC=CC=C1)([S]C1=NN=NN1C1=CC=CC=C1)[P](C)(C)C	self_gate_failed	cn=4 geom=SP-4 square planar
[O-][Os-2]12([Cl])([P+](C3CCCCC3)(C3CCCCC3)CC[P+]1(C1CCCCC1)C1CCCCC1)[P+](C1CCCCC1)(C1CCCCC1)CC[P+]2(C1CCCCC1)C1CCCCC1	chelate_all_configs_failed	octahedron
[Cl][Os-]123([P+](C4=CC=CC=C4)(C4=CC=CC=C4)C4=CC=CC=C4)([P+](C4=CC=CC=C4)(C4=CC=CC=C4)C4=CC=CC=C4)[CH]=C([P+](C4=CC=CC=C4)(C4=CC=CC=C4)C4=CC=CC=C4)C=[C]1C=C[C-]2[CH]3C1CCCCC1	chelate_all_configs_failed	pentagonal_bipyramid
CC1=CC(C)=C(C2=CC(C(C)(C)C)=CC3=C2[S][Pd+]24([P](C5CCCCC5)(C5CCCCC5)C5CCCCC5)[S]C5=C(C=C(C(C)(C)C)C=C5C5=C(C)C=C(C)C=C5C)C5=CC=C3[C]2=[C]54)C(C)=C1	chelate_all_configs_failed	trigonal_bipyramid
CC(C)C1=CC=CC(C(C)C)=C1[N]1C2=CC=CC=[N+]2[Ti-2]123([O]C(C)(C)C([Si](C)(C)C)=[C]2[Si](C)(C)C)[N](C1=C(C(C)C)C=CC=C1C(C)C)C1=CC=CC=[N+]13	chelate_all_configs_failed	octahedron
CC(C)(C)C1=CC2=C3C=C(C(C)(C)C)C=C[N]3[Ir]3([B]4OC(C)(C)C(C)(C)O4)([B]4OC(C)(C)C(C)(C)O4)([B]4OC(C)(C)C(C)(C)O4)([C]4=[C]3CCCCCC4)[N]2C=C1	chelate_all_configs_failed	pentagonal_bipyramid
